,ID,reaction_type,Datetime,Content_Type,Category,Sentiment,Score
15312,503bd384-9733-4739-81f5-561b2328f6d8,super love,5/11/2021 7:11,GIF,food,positive,75
15313,503bd384-9733-4739-81f5-561b2328f6d8,super love,10/18/2020 17:48,GIF,food,positive,75
15314,03344240-df23-421d-b0e3-4fac72fe6cd8,super love,5/17/2021 7:52,video,fitness,positive,75
15316,24f994fa-51d4-4e5e-bdac-79de67e7afbb,super love,5/6/2021 5:56,video,food,positive,75
15317,24f994fa-51d4-4e5e-bdac-79de67e7afbb,super love,8/30/2020 23:49,video,food,positive,75
15318,24f994fa-51d4-4e5e-bdac-79de67e7afbb,super love,12/30/2020 9:30,video,food,positive,75
15319,24f994fa-51d4-4e5e-bdac-79de67e7afbb,super love,8/14/2020 19:21,video,food,positive,75
15320,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,super love,6/26/2020 8:45,GIF,animals,positive,75
15321,73a7ec8f-08e7-41c6-a995-51537ff8772a,super love,7/20/2020 15:44,video,technology,positive,75
15322,73a7ec8f-08e7-41c6-a995-51537ff8772a,super love,10/25/2020 11:49,video,technology,positive,75
15326,bea01dba-56f4-4d26-82a1-9b13fb382d89,super love,12/19/2020 4:47,photo,dogs,positive,75
15327,bea01dba-56f4-4d26-82a1-9b13fb382d89,super love,8/19/2020 9:38,photo,dogs,positive,75
15328,bea01dba-56f4-4d26-82a1-9b13fb382d89,super love,12/1/2020 8:41,photo,dogs,positive,75
15329,bea01dba-56f4-4d26-82a1-9b13fb382d89,super love,3/13/2021 12:05,photo,dogs,positive,75
15330,02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,5/17/2021 3:04,photo,veganism,positive,75
15331,02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,9/12/2020 0:16,photo,veganism,positive,75
15332,8fe92544-5c15-4f77-bc40-c6e4b7d13674,super love,11/12/2020 7:31,GIF,animals,positive,75
15333,8fe92544-5c15-4f77-bc40-c6e4b7d13674,super love,10/14/2020 1:55,GIF,animals,positive,75
15334,8fe92544-5c15-4f77-bc40-c6e4b7d13674,super love,8/2/2020 6:12,GIF,animals,positive,75
15335,8e0f1d3e-b588-44de-a423-8224eb26aa99,super love,6/8/2021 7:22,audio,healthy eating,positive,75
15336,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,1/15/2021 6:14,GIF,studying,positive,75
15337,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,6/16/2021 11:52,GIF,studying,positive,75
15338,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,4/30/2021 18:59,GIF,studying,positive,75
15339,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,3/10/2021 16:12,GIF,studying,positive,75
15340,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,6/17/2021 23:59,GIF,culture,positive,75
15341,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,2/5/2021 11:45,GIF,culture,positive,75
15342,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,8/25/2020 2:16,GIF,culture,positive,75
15343,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,6/2/2021 21:58,GIF,culture,positive,75
15344,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,12/20/2020 10:47,GIF,culture,positive,75
15345,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,8/31/2020 12:35,video,dogs,positive,75
15346,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,11/19/2020 6:59,video,dogs,positive,75
15347,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,2/19/2021 8:20,video,dogs,positive,75
15348,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,super love,11/3/2020 17:57,photo,technology,positive,75
15349,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,2/12/2021 22:53,video,studying,positive,75
15350,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,11/27/2020 10:51,video,studying,positive,75
15351,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,5/10/2021 21:55,video,studying,positive,75
15352,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,8/5/2020 17:04,video,studying,positive,75
15353,998194db-5706-4b01-9565-7c7e7d4ea5f5,super love,10/30/2020 12:42,audio,cooking,positive,75
15354,998194db-5706-4b01-9565-7c7e7d4ea5f5,super love,11/9/2020 16:48,audio,cooking,positive,75
15355,998194db-5706-4b01-9565-7c7e7d4ea5f5,super love,8/11/2020 8:03,audio,cooking,positive,75
15359,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,super love,7/6/2020 2:16,photo,animals,positive,75
15360,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,super love,3/7/2021 13:22,photo,animals,positive,75
15361,89cb4504-fccd-40f4-945e-410f74ee4735,super love,4/10/2021 9:40,photo,animals,positive,75
15362,89cb4504-fccd-40f4-945e-410f74ee4735,super love,10/30/2020 16:30,photo,animals,positive,75
15363,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,super love,7/25/2020 20:19,photo,veganism,positive,75
15364,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,super love,10/22/2020 2:25,photo,veganism,positive,75
15365,331fad49-0e33-4676-8e2d-51ec52e86625,super love,1/28/2021 4:11,audio,education,positive,75
15366,7a79f4e4-3b7d-44dc-bdef-bc990740252c,super love,9/19/2020 23:10,GIF,technology,positive,75
15367,435007a5-6261-4d8b-b0a4-55fdc189754b,super love,11/18/2020 23:12,audio,veganism,positive,75
15368,435007a5-6261-4d8b-b0a4-55fdc189754b,super love,7/30/2020 20:59,audio,veganism,positive,75
15369,435007a5-6261-4d8b-b0a4-55fdc189754b,super love,3/27/2021 11:09,audio,veganism,positive,75
15370,435007a5-6261-4d8b-b0a4-55fdc189754b,super love,12/10/2020 8:48,audio,veganism,positive,75
15371,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,super love,10/18/2020 1:23,GIF,culture,positive,75
15372,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,1/31/2021 16:03,photo,Studying,positive,45
15373,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,8/25/2020 8:21,photo,Studying,positive,45
15374,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,9/13/2020 0:11,photo,healthy eating,positive,45
15376,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,1/24/2021 0:38,video,dogs,positive,45
15377,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,1/21/2021 18:28,video,dogs,positive,45
15378,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,11/26/2020 2:25,photo,soccer,positive,45
15379,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,11/21/2020 21:25,photo,public speaking,positive,45
15380,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,3/21/2021 14:39,photo,public speaking,positive,45
15381,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,7/9/2020 8:58,photo,public speaking,positive,45
15386,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,8/15/2020 12:27,GIF,tennis,positive,45
15387,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,12/6/2020 13:45,GIF,tennis,positive,45
15388,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,3/1/2021 20:26,GIF,tennis,positive,45
15389,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,4/13/2021 1:43,GIF,tennis,positive,45
15390,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,6/17/2021 23:27,video,food,positive,45
15391,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,7/27/2020 23:54,video,food,positive,45
15392,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,2/12/2021 4:23,video,food,positive,45
15393,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,8/16/2020 12:12,video,food,positive,45
15394,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,intrigued,3/3/2021 18:40,audio,travel,positive,45
15395,a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued,11/14/2020 15:11,video,public speaking,positive,45
15396,a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued,12/31/2020 5:53,video,public speaking,positive,45
15397,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,7/14/2020 21:01,video,food,positive,45
15398,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,8/1/2020 23:38,video,food,positive,45
15399,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,8/3/2020 17:58,video,tennis,positive,45
15400,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,8/14/2020 9:02,video,tennis,positive,45
15401,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,9/20/2020 19:55,video,tennis,positive,45
15403,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,1/25/2021 6:22,GIF,soccer,positive,45
15404,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,1/23/2021 2:20,GIF,soccer,positive,45
15405,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,7/14/2020 8:11,GIF,soccer,positive,45
15406,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,4/12/2021 16:22,photo,studying,positive,45
15407,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,6/14/2021 4:29,photo,studying,positive,45
15408,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,4/10/2021 21:27,photo,studying,positive,45
15409,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,intrigued,12/20/2020 5:16,photo,travel,positive,45
15411,34a3747a-0b77-42f6-ae19-87c38b94b674,intrigued,1/9/2021 20:40,GIF,science,positive,45
15412,34a3747a-0b77-42f6-ae19-87c38b94b674,intrigued,5/14/2021 17:54,GIF,science,positive,45
15413,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,1/17/2021 23:46,GIF,veganism,positive,45
15414,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,3/14/2021 19:23,GIF,veganism,positive,45
15415,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,2/9/2021 8:21,GIF,veganism,positive,45
15416,f4e3840e-bb71-40c2-afc5-9408d842646d,intrigued,6/6/2021 18:49,photo,healthy eating,positive,45
15419,89fd8f89-807f-4076-b7e7-84db361e11c1,intrigued,9/9/2020 0:41,audio,studying,positive,45
15420,89fd8f89-807f-4076-b7e7-84db361e11c1,intrigued,7/5/2020 10:43,audio,studying,positive,45
15421,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,9/23/2020 11:14,video,cooking,positive,45
15422,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,1/15/2021 21:57,video,cooking,positive,45
15423,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,6/13/2021 16:33,audio,food,positive,45
15424,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,10/21/2020 0:53,audio,food,positive,45
15425,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,4/18/2021 6:34,audio,food,positive,45
15426,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,11/12/2020 20:23,audio,food,positive,45
15428,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,intrigued,9/25/2020 22:00,photo,technology,positive,45
15429,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,10/19/2020 3:36,GIF,healthy eating,positive,45
15430,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,3/12/2021 23:07,GIF,healthy eating,positive,45
15431,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,1/26/2021 4:49,GIF,healthy eating,positive,45
15432,4fa14453-7b29-4302-b51f-9aa23b472c1b,intrigued,10/14/2020 8:12,audio,animals,positive,45
15434,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,7/6/2020 23:09,photo,fitness,positive,45
15435,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,2/22/2021 2:32,photo,fitness,positive,45
15436,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,11/8/2020 16:37,photo,fitness,positive,45
15437,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,8/9/2020 14:35,photo,fitness,positive,45
15438,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,intrigued,3/17/2021 2:28,photo,veganism,positive,45
15439,220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,11/18/2020 3:01,video,dogs,positive,45
15440,220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,9/1/2020 12:06,video,dogs,positive,45
15441,220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,1/7/2021 7:39,video,dogs,positive,45
15442,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,8/16/2020 18:44,GIF,studying,positive,45
15443,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,2/10/2021 17:08,GIF,studying,positive,45
15444,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,3/12/2021 21:19,GIF,studying,positive,45
15445,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,7/21/2020 10:02,GIF,studying,positive,45
15446,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,11/28/2020 12:49,GIF,studying,positive,45
15447,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,8/31/2020 17:18,GIF,studying,positive,45
15448,259cd56f-b017-4a41-81a7-f26ce9b35092,intrigued,5/21/2021 18:53,video,culture,positive,45
15449,259cd56f-b017-4a41-81a7-f26ce9b35092,intrigued,10/11/2020 21:15,video,culture,positive,45
15450,c01fa154-5348-4040-9d20-0bbf01f6349b,intrigued,10/12/2020 2:32,GIF,tennis,positive,45
15451,50c9237a-541c-4f10-a2be-7cbe076b2012,intrigued,7/24/2020 10:25,GIF,travel,positive,45
15452,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,8/2/2020 5:48,video,science,positive,45
15453,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,2/3/2021 2:51,video,science,positive,45
15454,e442899c-d2d6-4392-be2d-a0b916ae47fb,intrigued,3/12/2021 12:45,video,technology,positive,45
15455,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,intrigued,7/14/2020 23:28,video,science,positive,45
15457,78713905-362f-4a87-9671-adab5f1e0e67,intrigued,1/3/2021 16:13,audio,dogs,positive,45
15461,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,intrigued,7/20/2020 11:51,video,culture,positive,45
15462,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,intrigued,6/27/2020 11:08,video,culture,positive,45
15463,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,7/25/2020 9:28,GIF,soccer,positive,45
15464,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,11/19/2020 22:02,GIF,soccer,positive,45
15465,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,9/17/2020 11:30,GIF,soccer,positive,45
15466,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,1/4/2021 12:16,GIF,soccer,positive,45
15467,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,12/1/2020 2:45,GIF,soccer,positive,45
15468,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,10/19/2020 21:32,GIF,soccer,positive,45
15469,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,3/17/2021 0:43,GIF,soccer,positive,45
15470,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,3/5/2021 17:00,GIF,soccer,positive,45
15471,026973ef-4b73-4901-9160-bc9e04516057,intrigued,5/30/2021 8:54,audio,culture,positive,45
15472,026973ef-4b73-4901-9160-bc9e04516057,intrigued,10/31/2020 7:30,audio,culture,positive,45
15473,f08bdab2-b888-484e-8fd9-919e6ed86c12,intrigued,11/27/2020 14:14,audio,education,positive,45
15475,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,11/5/2020 11:22,photo,education,positive,45
15476,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,2/26/2021 1:20,photo,education,positive,45
15477,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,5/15/2021 18:50,photo,education,positive,45
15478,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,4/29/2021 7:54,photo,education,positive,45
15479,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,6/12/2021 20:42,photo,education,positive,45
15480,e2c433d2-096e-484e-8c69-28f0bb69f3b7,intrigued,9/18/2020 4:49,audio,science,positive,45
15481,e2c433d2-096e-484e-8c69-28f0bb69f3b7,intrigued,5/27/2021 2:08,audio,science,positive,45
15482,3d8fffab-6107-4d7b-9485-c610e233c91c,intrigued,4/19/2021 10:43,photo,studying,positive,45
15483,3d8fffab-6107-4d7b-9485-c610e233c91c,intrigued,11/11/2020 20:14,photo,studying,positive,45
15486,eaddee3e-3a23-47cd-9785-ab7f2120a293,intrigued,9/14/2020 8:57,video,science,positive,45
15487,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,1/30/2021 10:23,GIF,travel,positive,45
15488,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,9/9/2020 10:33,GIF,travel,positive,45
15489,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,3/14/2021 14:33,GIF,travel,positive,45
15490,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,5/12/2021 13:06,GIF,travel,positive,45
15491,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,5/8/2021 22:54,GIF,travel,positive,45
15492,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,5/4/2021 10:08,GIF,travel,positive,45
15493,841403fd-321b-4118-90b3-cc0075d64047,intrigued,4/1/2021 10:31,GIF,studying,positive,45
15494,841403fd-321b-4118-90b3-cc0075d64047,intrigued,9/22/2020 0:32,GIF,studying,positive,45
15495,841403fd-321b-4118-90b3-cc0075d64047,intrigued,5/20/2021 2:09,GIF,studying,positive,45
15501,2d0926be-9a29-4e6c-b342-815c70172214,intrigued,8/17/2020 11:35,GIF,animals,positive,45
15502,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,intrigued,7/26/2020 2:14,photo,science,positive,45
15503,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,intrigued,1/31/2021 11:32,photo,science,positive,45
15504,359b93ea-446f-4202-8801-db238de5de4d,intrigued,9/30/2020 6:43,photo,food,positive,45
15505,359b93ea-446f-4202-8801-db238de5de4d,intrigued,11/28/2020 11:22,photo,food,positive,45
15506,359b93ea-446f-4202-8801-db238de5de4d,intrigued,9/3/2020 0:08,photo,food,positive,45
15507,3c510b35-43e2-4e84-a805-86c5ebddc4cf,intrigued,3/12/2021 10:03,audio,studying,positive,45
15508,86346263-02db-4020-a216-9e54f502f643,intrigued,12/14/2020 19:13,GIF,travel,positive,45
15509,86346263-02db-4020-a216-9e54f502f643,intrigued,6/29/2020 7:55,GIF,travel,positive,45
15510,3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,intrigued,1/6/2021 11:15,GIF,fitness,positive,45
15511,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,5/21/2021 20:18,photo,studying,positive,45
15512,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,7/15/2020 15:01,photo,studying,positive,45
15513,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,6/30/2020 8:59,photo,studying,positive,45
15514,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,7/29/2020 12:25,photo,studying,positive,45
15515,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,intrigued,8/9/2020 23:20,photo,studying,positive,45
15518,9d94f180-947c-40f5-aa05-f1958759b7fc,intrigued,5/18/2021 17:37,video,science,positive,45
15519,9d94f180-947c-40f5-aa05-f1958759b7fc,intrigued,7/18/2020 21:53,video,science,positive,45
15520,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,intrigued,10/13/2020 16:04,photo,culture,positive,45
15525,fada6910-2cc5-4600-808c-1e6066f795a6,intrigued,3/12/2021 7:19,GIF,technology,positive,45
15526,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,intrigued,11/12/2020 16:34,photo,culture,positive,45
15527,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,intrigued,10/30/2020 10:17,photo,culture,positive,45
15528,1de2f0f9-61ab-43fb-9180-6870824c63c0,intrigued,12/14/2020 7:56,GIF,science,positive,45
15530,af7971aa-5fd5-41d3-b6c3-583704a705a2,intrigued,10/28/2020 6:53,video,healthy eating,positive,45
15531,af7971aa-5fd5-41d3-b6c3-583704a705a2,intrigued,1/7/2021 7:11,video,healthy eating,positive,45
15532,af7971aa-5fd5-41d3-b6c3-583704a705a2,intrigued,8/25/2020 21:45,video,healthy eating,positive,45
15533,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,intrigued,4/17/2021 23:37,video,healthy eating,positive,45
15534,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,intrigued,5/24/2021 21:03,video,healthy eating,positive,45
15535,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,intrigued,5/28/2021 12:54,video,healthy eating,positive,45
15536,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,intrigued,5/10/2021 17:50,video,healthy eating,positive,45
15538,cd568dd1-70cf-45d6-b495-10eebff8c920,intrigued,9/25/2020 17:42,photo,dogs,positive,45
15539,cd568dd1-70cf-45d6-b495-10eebff8c920,intrigued,7/19/2020 13:50,photo,dogs,positive,45
15540,cd568dd1-70cf-45d6-b495-10eebff8c920,intrigued,3/12/2021 14:17,photo,dogs,positive,45
15541,cd568dd1-70cf-45d6-b495-10eebff8c920,intrigued,11/7/2020 18:13,photo,dogs,positive,45
15542,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,intrigued,7/13/2020 0:40,photo,travel,positive,45
15543,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,intrigued,3/13/2021 23:23,photo,travel,positive,45
15544,ef99fd68-74fb-4c72-bc70-742ebca14499,intrigued,11/3/2020 0:23,video,soccer,positive,45
15545,ef99fd68-74fb-4c72-bc70-742ebca14499,intrigued,4/23/2021 3:59,video,soccer,positive,45
15546,ef99fd68-74fb-4c72-bc70-742ebca14499,intrigued,11/11/2020 22:03,video,soccer,positive,45
15547,ef99fd68-74fb-4c72-bc70-742ebca14499,intrigued,6/7/2021 6:32,video,soccer,positive,45
15548,ef99fd68-74fb-4c72-bc70-742ebca14499,intrigued,1/16/2021 12:45,video,soccer,positive,45
15549,ef99fd68-74fb-4c72-bc70-742ebca14499,intrigued,11/4/2020 2:03,video,soccer,positive,45
15550,ec8e2d25-5730-4753-a0a2-d1ed41e23623,intrigued,9/19/2020 4:50,video,healthy eating,positive,45
15551,ec8e2d25-5730-4753-a0a2-d1ed41e23623,intrigued,9/7/2020 16:24,video,healthy eating,positive,45
15552,67f2a150-6086-4cbd-8d21-46250ccef5a2,intrigued,9/10/2020 18:16,GIF,cooking,positive,45
15553,67f2a150-6086-4cbd-8d21-46250ccef5a2,intrigued,9/30/2020 8:30,GIF,cooking,positive,45
15554,67f2a150-6086-4cbd-8d21-46250ccef5a2,intrigued,8/7/2020 5:48,GIF,cooking,positive,45
15555,67f2a150-6086-4cbd-8d21-46250ccef5a2,intrigued,2/20/2021 21:26,GIF,cooking,positive,45
15556,433607b3-eeb4-48b8-9263-9805c1b89d55,intrigued,7/26/2020 8:44,video,education,positive,45
15557,433607b3-eeb4-48b8-9263-9805c1b89d55,intrigued,2/14/2021 13:20,video,education,positive,45
15558,1000371f-7758-4c44-a1bc-41fd836b0bcb,intrigued,7/14/2020 0:44,audio,studying,positive,45
15559,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,4/28/2021 8:30,video,public speaking,positive,45
15560,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,3/17/2021 23:48,video,public speaking,positive,45
15561,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,7/26/2020 22:01,video,public speaking,positive,45
15562,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,4/11/2021 3:23,video,public speaking,positive,45
15563,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,1/31/2021 22:05,video,public speaking,positive,45
15564,de9796a6-d19d-4c41-a965-7aa4dcc69fee,intrigued,4/8/2021 18:42,audio,technology,positive,45
15565,de9796a6-d19d-4c41-a965-7aa4dcc69fee,intrigued,7/19/2020 9:41,audio,technology,positive,45
15567,391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,6/6/2021 8:52,video,public speaking,positive,45
15568,391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,7/14/2020 2:36,video,public speaking,positive,45
15569,391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,8/8/2020 10:37,video,public speaking,positive,45
15570,e8edf506-36c9-43a7-a685-8b9f6467e4f9,intrigued,10/27/2020 5:17,video,studying,positive,45
15571,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,intrigued,10/24/2020 22:38,photo,food,positive,45
15572,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,intrigued,12/18/2020 4:21,photo,food,positive,45
15575,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,intrigued,4/4/2021 11:16,photo,education,positive,45
15576,b6c24086-becf-4615-801e-c3c298a8d4e2,intrigued,4/30/2021 22:41,photo,travel,positive,45
15577,b6c24086-becf-4615-801e-c3c298a8d4e2,intrigued,9/9/2020 13:50,photo,travel,positive,45
15578,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,4/9/2021 23:38,photo,public speaking,positive,45
15579,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2/28/2021 22:35,photo,public speaking,positive,45
15580,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,5/17/2021 22:23,photo,public speaking,positive,45
15581,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,6/4/2021 22:13,photo,public speaking,positive,45
15583,b56a9e24-d0f2-4599-b893-c2889a15e1d6,intrigued,10/29/2020 2:29,video,veganism,positive,45
15586,edc4a60a-b5ba-4178-b99e-9d34ed92599c,intrigued,3/12/2021 18:33,audio,technology,positive,45
15587,edc4a60a-b5ba-4178-b99e-9d34ed92599c,intrigued,1/1/2021 22:46,audio,technology,positive,45
15588,edc4a60a-b5ba-4178-b99e-9d34ed92599c,intrigued,8/11/2020 20:34,audio,technology,positive,45
15589,edc4a60a-b5ba-4178-b99e-9d34ed92599c,intrigued,8/2/2020 22:04,audio,technology,positive,45
15590,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,intrigued,1/16/2021 23:06,photo,animals,positive,45
15592,509a5fb0-9bb2-4809-9f90-18ae007acc94,intrigued,9/24/2020 5:05,video,dogs,positive,45
15593,f1038e6c-5292-4e20-a866-675e1637d6b5,intrigued,8/18/2020 3:51,GIF,soccer,positive,45
15594,08cc29f3-a22d-4652-8f27-ff9e0a826289,intrigued,4/8/2021 18:57,photo,technology,positive,45
15595,08cc29f3-a22d-4652-8f27-ff9e0a826289,intrigued,5/4/2021 22:44,photo,technology,positive,45
15596,08cc29f3-a22d-4652-8f27-ff9e0a826289,intrigued,6/1/2021 22:22,photo,technology,positive,45
15597,a784c1dd-e2ab-408d-a0c3-226a51d420e1,intrigued,7/23/2020 6:40,audio,technology,positive,45
15598,a784c1dd-e2ab-408d-a0c3-226a51d420e1,intrigued,2/15/2021 11:10,audio,technology,positive,45
